place,alpha-2,region,sub-region,cost_nomad,cost_coworking,cost_expat,coffee_in_cafe,cost_beer,places_to_work,free_wifi_available,internet_speed,freedom_score,peace_score,safety,fragile_states_index,press_freedom_index,female_friendly,lgbt_friendly,friendly_to_foreigners,racism,leisure,life_score,nightlife,weed
Budapest,HU,Europe,Eastern Europe,1364.0,152.41,1273.0,1.73,1.73,1.0,0.4,31.0,0.6,0.8,0.6,52.7,28.17,1.0,0.27,0.6,0.4,0.8,0.86,1.0,0.0
Chiang Mai,TH,Asia,South-eastern Asia,777.0,98.88,780.0,0.85,0.85,0.8,0.6,14.0,0.2,0.4,0.8,78.8,44.53,0.8,0.6,0.6,0.4,0.62,0.75,0.4,0.0
Phuket,TH,Asia,South-eastern Asia,1012.0,155.43,1714.0,1.41,1.41,0.8,0.4,14.0,0.2,0.4,0.8,78.8,44.53,0.6,0.8,0.6,0.42,0.6,0.75,0.82,0.0
Bangkok,TH,Asia,South-eastern Asia,1197.0,131.41,1158.0,2.12,2.12,1.0,1.0,24.0,0.2,0.4,0.77,78.8,44.53,0.8,0.8,1.0,0.42,0.82,0.72,1.0,0.0
Ko Samui,TH,Asia,South-eastern Asia,1352.0,169.56,1347.0,1.41,1.41,0.8,0.4,15.0,0.2,0.4,0.8,78.8,44.53,0.8,0.8,1.0,0.4,0.8,0.8,0.8,0.0
Ko Lanta,TH,Asia,South-eastern Asia,812.0,135.65,1016.0,1.41,1.41,0.4,0.2,15.0,0.2,0.4,0.8,78.8,44.53,1.0,0.8,0.8,0.4,0.62,0.73,0.43,0.0
Chiang Rai,TH,Asia,South-eastern Asia,1134.0,195.38,1119.0,1.41,1.41,0.6,0.6,12.0,0.2,0.4,0.6,78.8,44.53,0.6,0.4,1.0,0.6,0.8,0.76,0.8,0.0
Pattaya,TH,Asia,South-eastern Asia,1134.0,113.04,1100.0,2.12,2.12,0.4,0.6,9.0,0.2,0.4,0.56,78.8,44.53,0.2,1.0,1.0,0.4,0.8,0.66,0.8,0.0
Ao Nang,TH,Asia,South-eastern Asia,866.0,172.39,1483.0,1.84,1.84,0.4,0.4,0.0,0.2,0.4,0.6,78.8,44.53,0.6,0.4,0.8,0.4,0.6,0.7,0.4,0.0
Hua Hin,TH,Asia,South-eastern Asia,1232.0,172.39,2173.0,1.55,1.55,0.4,0.4,13.0,0.2,0.4,0.4,78.8,44.53,0.6,0.4,0.6,0.6,0.6,0.66,0.6,0.0
Ko Pha Ngan,TH,Asia,South-eastern Asia,777.0,110.21,1152.0,1.41,1.41,0.4,0.2,2.0,0.2,0.4,0.6,78.8,44.53,0.6,0.8,0.8,0.4,0.6,0.65,1.0,0.0
Ko Tao,TH,Asia,South-eastern Asia,1247.0,28.26,1092.0,1.41,1.41,0.2,0.4,2.0,0.2,0.4,0.6,78.8,44.53,1.0,0.8,0.8,0.4,0.6,0.67,0.4,0.0
Ko Phi Phi,TH,Asia,South-eastern Asia,1285.0,110.21,730.0,1.41,1.41,0.2,0.2,3.0,0.2,0.4,0.8,78.8,44.53,0.6,0.6,0.8,0.4,0.6,0.66,1.0,0.0
Pai,TH,Asia,South-eastern Asia,1297.0,423.9,971.0,1.41,1.41,0.6,0.4,4.0,0.2,0.4,0.8,78.8,44.53,0.6,0.6,1.0,0.4,0.4,0.66,0.2,0.0
Prague,CZ,Europe,Eastern Europe,1639.0,159.13,1653.0,1.99,1.99,1.0,0.6,15.0,0.8,0.8,0.8,40.8,16.66,1.0,0.6,0.8,0.42,1.0,0.83,1.0,1.0
Brno,CZ,Europe,Eastern Europe,1699.0,79.25,912.0,0.97,0.97,0.4,0.4,26.0,0.8,0.8,0.8,40.8,16.66,0.8,0.6,0.8,0.4,0.4,0.74,0.6,1.0
Taipei,TW,Asia,Eastern Asia,1545.0,47.01,1640.0,1.88,1.88,1.0,1.0,16.0,0.6,5.751835375269356e-30,1.0,3.9441930583135096e-30,24.37,1.0,0.8,0.8,0.0,1.0,0.93,0.6,0.0
New Taipei City,TW,Asia,Eastern Asia,2695.0,251.44,909.0,0.0,0.0,0.8,0.8,25.0,0.6,-3.5058815379003496e-17,0.8,-2.4040802149015777e-17,24.37,0.8,0.6,0.6,0.6,0.8,0.85,0.8,0.0
Taichung,TW,Asia,Eastern Asia,1456.0,219.39,1010.0,1.57,1.57,0.6,1.0,7.0,0.6,4.953603410120105e-30,0.8,3.3968232588574206e-30,24.37,0.8,0.6,0.6,0.0,0.4,0.77,0.4,0.0
Kaohsiung,TW,Asia,Eastern Asia,1160.0,95.59,835.0,1.57,1.57,0.4,1.0,9.0,0.6,4.079549138315429e-30,1.0,2.7974600006070348e-30,24.37,1.0,0.8,1.0,0.0,0.6,0.82,0.6,0.0
Tainan,TW,Asia,Eastern Asia,1398.0,251.44,1921.0,0.0,0.0,0.6,0.8,5.0,0.6,-3.505881537900792e-17,0.8,-2.404080214901881e-17,24.37,0.8,0.6,0.6,0.6,0.8,0.79,0.6,0.0
Austin,US,Americas,Northern America,3028.0,200.0,3309.0,5.0,5.0,1.0,0.6,118.0,0.6,0.8,0.73,34.0,22.49,0.8,0.6,0.8,0.8,1.0,0.95,1.0,0.0
Miami,US,Americas,Northern America,3238.0,250.0,4325.0,4.0,4.0,1.0,1.0,81.0,0.6,0.8,0.73,34.0,22.49,0.8,1.0,0.8,0.8,1.0,1.0,1.0,0.0
Portland,US,Americas,Northern America,3503.0,300.0,2691.0,5.0,5.0,1.0,0.4,23.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,1.0,0.8,1.0,0.95,1.0,1.0
San Diego,US,Americas,Northern America,3427.0,490.0,3764.0,5.0,5.0,1.0,1.0,55.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,1.0,0.8,0.6,0.92,1.0,1.0
Atlanta,US,Americas,Northern America,2956.0,300.0,2760.0,3.5,3.5,1.0,0.6,99.0,0.6,0.8,0.4,34.0,22.49,0.8,1.0,0.8,0.8,0.8,0.87,0.6,0.0
Minneapolis,US,Americas,Northern America,3193.0,400.0,3016.0,4.0,4.0,1.0,0.6,17.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,1.0,0.8,0.8,0.89,0.44,1.0
Oakland,US,Americas,Northern America,3400.0,250.0,3292.0,5.0,5.0,1.0,0.8,20.0,0.6,0.8,0.38,34.0,22.49,0.8,0.62,0.6,0.8,0.6,0.87,0.8,1.0
Houston,US,Americas,Northern America,3164.0,199.0,2884.0,6.0,6.0,1.0,0.6,15.0,0.6,0.8,0.4,34.0,22.49,0.0,0.6,0.64,0.82,0.45,0.83,0.8,0.0
Las Vegas,US,Americas,Northern America,2552.0,175.0,2572.0,5.0,5.0,0.8,0.98,55.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,1.0,0.8,1.0,0.94,1.0,1.0
Denver,US,Americas,Northern America,3602.0,450.0,3306.0,4.0,4.0,1.0,0.6,101.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,0.8,0.8,0.62,0.88,0.6,1.0
Seattle,US,Americas,Northern America,4370.0,345.0,3178.0,5.0,5.0,1.0,1.0,17.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,0.8,0.8,0.6,0.91,0.8,1.0
San Antonio,US,Americas,Northern America,2671.0,50.0,2109.0,5.0,5.0,0.8,0.8,45.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,0.8,0.8,0.6,0.88,0.8,0.0
Dallas,US,Americas,Northern America,3158.0,121.0,2478.0,5.0,5.0,0.8,0.8,49.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,0.8,0.8,0.8,0.89,0.4,0.0
Kansas City,US,Americas,Northern America,3051.0,200.0,2204.0,4.5,4.5,0.8,0.6,97.0,0.6,0.8,0.44,34.0,22.49,0.8,0.8,1.0,0.8,0.8,0.89,1.0,1.0
Madison,US,Americas,Northern America,2743.0,45.0,2498.0,5.0,5.0,0.8,0.8,33.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.8,0.88,0.6,0.0
Buffalo,US,Americas,Northern America,2798.0,100.0,1996.0,5.0,5.0,0.8,0.8,37.0,0.6,0.8,0.8,34.0,22.49,1.0,0.8,0.8,0.8,0.8,0.88,0.8,0.0
Fort Lauderdale,US,Americas,Northern America,3145.0,300.0,3204.0,5.5,5.5,0.8,0.8,12.0,0.6,0.8,0.6,34.0,22.49,1.0,0.8,0.8,0.8,0.8,0.88,1.0,0.0
Tampa,US,Americas,Northern America,2823.0,97.0,2754.0,5.0,5.0,0.8,0.8,45.0,0.6,0.8,0.8,34.0,22.49,0.6,0.6,0.8,0.8,0.6,0.86,0.8,0.0
Louisville,US,Americas,Northern America,2627.0,80.0,2126.0,4.0,4.0,0.8,0.8,35.0,0.6,0.8,0.8,34.0,22.49,1.0,0.8,0.8,0.8,0.6,0.87,0.6,0.0
Philadelphia,US,Americas,Northern America,4497.0,350.0,3163.0,7.5,7.5,1.0,1.0,23.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,0.8,0.8,0.8,0.88,1.0,1.0
New Orleans,US,Americas,Northern America,3034.0,275.0,2894.0,5.0,5.0,0.8,0.4,36.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,1.0,0.8,0.8,0.87,1.0,0.0
Richmond,US,Americas,Northern America,2824.0,250.0,4623.0,5.0,5.0,0.8,1.0,24.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,0.6,0.8,0.6,0.84,0.8,0.0
Sacramento,US,Americas,Northern America,3033.0,180.0,2826.0,5.0,5.0,0.8,1.0,32.0,0.6,0.8,0.8,34.0,22.49,1.0,0.8,0.8,0.8,0.6,0.87,0.6,1.0
Albuquerque,US,Americas,Northern America,2361.0,40.0,1857.0,4.5,4.5,0.8,0.8,23.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.6,0.8,0.8,0.89,0.8,1.0
Norfolk,US,Americas,Northern America,2773.0,150.0,2283.0,5.0,5.0,0.8,0.0,34.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.8,0.78,0.6,0.86,0.42,0.0
Colorado Springs,US,Americas,Northern America,3202.0,200.0,2436.0,4.0,4.0,0.8,0.6,36.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.6,0.87,0.6,1.0
Windsor,US,Americas,Northern America,2668.0,73.86,1875.0,3.69,3.69,0.8,0.8,30.0,0.8,1.0,1.0,23.8,15.26,0.8,0.8,1.0,1.0,0.6,0.87,0.6,0.0
Omaha,US,Americas,Northern America,2956.0,350.0,2336.0,5.0,5.0,0.8,0.0,31.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.8,0.8,0.4,0.85,1.0,0.0
Raleigh,US,Americas,Northern America,2945.0,300.0,2578.0,5.0,5.0,0.8,1.0,30.0,0.6,0.8,0.6,34.0,22.49,1.0,0.4,0.8,0.8,0.6,0.86,0.8,0.0
Nashville,US,Americas,Northern America,3482.0,275.0,3450.0,5.0,5.0,0.8,0.4,28.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.8,0.8,0.8,0.9,1.0,0.0
Milwaukee,US,Americas,Northern America,3582.0,110.0,2577.0,7.0,7.0,0.8,0.8,28.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.8,0.88,0.6,0.0
Phoenix,US,Americas,Northern America,2729.0,250.0,2352.0,5.0,5.0,0.8,0.6,40.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.4,0.8,0.6,0.81,0.6,1.0
Rochester,US,Americas,Northern America,3015.0,200.0,2277.0,5.0,5.0,0.8,0.4,22.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,0.8,0.8,0.6,0.84,0.6,0.0
Orlando,US,Americas,Northern America,2796.0,200.0,2739.0,5.0,5.0,0.8,0.4,66.0,0.6,0.8,0.6,34.0,22.49,0.8,0.4,0.8,0.8,0.6,0.83,0.6,1.0
Tucson,US,Americas,Northern America,2576.0,150.0,2223.0,5.0,5.0,0.8,0.8,15.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,1.0,0.8,0.4,0.82,0.4,1.0
Asheville,US,Americas,Northern America,3087.0,260.0,2536.0,5.0,5.0,0.8,0.8,18.0,0.6,0.8,1.0,34.0,22.49,1.0,0.45,0.8,0.8,0.6,0.85,0.6,0.0
Grand Rapids,US,Americas,Northern America,3071.0,99.0,2133.0,5.0,5.0,0.8,0.8,26.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.6,0.85,0.8,0.0
San Jose,US,Americas,Northern America,3312.0,250.0,4475.0,5.0,5.0,0.8,0.8,12.0,0.6,0.8,0.8,34.0,22.49,1.0,1.0,1.0,0.8,0.4,0.85,0.6,0.0
Pittsburgh,US,Americas,Northern America,3359.0,150.0,2690.0,5.0,5.0,0.8,0.8,24.0,0.6,0.8,0.8,34.0,22.49,1.0,0.8,0.6,0.8,0.8,0.85,0.8,1.0
Palo Alto,US,Americas,Northern America,4029.0,559.0,7891.0,5.0,5.0,0.8,0.8,19.0,0.6,0.8,0.8,34.0,22.49,0.6,0.8,0.8,0.8,0.8,0.85,0.8,0.0
Oklahoma City,US,Americas,Northern America,2834.0,350.0,2637.0,5.0,5.0,0.8,0.8,0.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.6,0.8,0.4,0.82,0.6,0.0
St. Louis,US,Americas,Northern America,3179.0,100.0,2117.0,5.0,5.0,0.8,0.6,47.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,0.8,0.8,0.6,0.83,0.6,0.0
Salt Lake City,US,Americas,Northern America,3159.0,400.0,2616.0,5.0,5.0,0.8,1.0,33.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,1.0,0.8,0.62,0.87,0.6,0.0
Charlotte,US,Americas,Northern America,2564.0,21.0,3221.0,5.0,5.0,0.4,0.8,23.0,0.6,0.8,1.0,34.0,22.49,0.8,0.8,0.8,0.6,0.8,0.85,0.8,0.0
Boulder,US,Americas,Northern America,4217.0,350.0,3089.0,5.0,5.0,0.8,0.6,61.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,1.0,0.8,0.8,0.93,0.8,1.0
Bellingham,US,Americas,Northern America,3281.0,35.0,2464.0,7.5,7.5,0.8,0.6,18.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,1.0,0.8,0.6,0.83,0.4,0.0
Honolulu,US,Americas,Northern America,4306.0,199.0,4134.0,6.0,6.0,0.8,0.6,6.0,0.6,0.8,1.0,34.0,22.49,1.0,0.8,1.0,0.8,1.0,0.88,0.8,1.0
Cincinnati,US,Americas,Northern America,2597.0,35.0,2076.0,5.05,5.05,0.8,0.8,23.0,0.6,0.8,1.0,34.0,22.49,0.8,0.6,0.8,0.6,0.8,0.84,0.8,1.0
Columbus,US,Americas,Northern America,3535.0,500.0,2774.0,5.0,5.0,0.8,0.6,52.0,0.6,0.8,0.8,34.0,22.49,0.8,0.64,1.0,0.8,0.6,0.83,0.6,1.0
Gainesville,US,Americas,Northern America,2590.0,366.0,2230.0,4.0,4.0,0.4,0.8,70.0,0.6,0.8,0.8,34.0,22.49,1.0,0.62,0.8,0.76,0.6,0.83,0.6,0.0
Baton Rouge,US,Americas,Northern America,2908.0,616.1,2752.0,4.63,4.63,0.8,0.8,27.0,0.6,0.8,0.8,34.0,22.49,0.8,1.0,1.0,0.6,1.0,0.88,1.0,0.0
Chico,US,Americas,Northern America,2489.0,150.0,1883.0,4.0,4.0,0.4,1.0,28.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,1.0,0.8,0.6,0.84,1.0,1.0
Flagstaff,US,Americas,Northern America,3117.0,503.0,4265.0,3.0,3.0,0.4,0.8,27.0,0.6,0.8,0.8,34.0,22.49,0.6,0.6,0.8,0.6,0.8,0.83,0.8,0.0
Fairfax,US,Americas,Northern America,3587.0,250.0,4350.0,7.5,7.5,0.8,0.8,55.0,0.6,0.8,0.8,34.0,22.49,1.0,0.8,0.8,0.8,0.4,0.85,0.8,0.0
Memphis,US,Americas,Northern America,2561.0,150.0,1959.0,4.38,4.38,0.8,0.8,29.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.4,0.82,0.6,0.0
Boise,US,Americas,Northern America,3076.0,366.0,2286.0,4.5,4.5,0.8,0.8,13.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.4,0.84,1.0,0.0
Des Moines,US,Americas,Northern America,2883.0,250.0,2742.0,5.0,5.0,0.4,0.6,38.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,1.0,0.8,0.6,0.83,0.6,0.0
Mount Vernon,US,Americas,Northern America,3553.0,458.0,5653.0,4.0,4.0,0.8,0.8,0.0,0.6,0.8,0.8,34.0,22.49,0.6,0.6,0.6,0.6,0.6,0.82,0.6,0.0
Knoxville,US,Americas,Northern America,2334.0,90.0,1932.0,5.0,5.0,0.4,0.8,13.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.6,0.81,0.4,0.0
Provo,US,Americas,Northern America,3013.0,406.26,2196.0,5.0,5.0,0.6,0.6,80.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.8,0.8,0.42,0.84,0.8,0.0
Ogden,US,Americas,Northern America,2617.0,79.0,2297.0,5.0,5.0,0.6,0.0,56.0,0.6,0.8,0.8,34.0,22.49,0.0,0.6,0.8,0.8,0.4,0.8,0.8,0.0
Reno,US,Americas,Northern America,2604.0,300.0,2073.0,5.0,5.0,0.2,0.6,13.0,0.6,0.8,0.6,34.0,22.49,0.8,0.6,0.6,0.8,0.6,0.8,1.0,1.0
Virginia Beach,US,Americas,Northern America,2243.0,139.0,2408.0,5.59,5.59,0.4,0.8,27.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.6,0.6,0.8,0.83,0.8,0.0
Battle Creek,US,Americas,Northern America,1310.0,132.98,5776.0,1.89,1.89,0.6,0.8,34.0,0.6,0.8,0.6,34.0,22.49,0.6,0.6,0.6,0.6,0.6,0.78,0.6,0.0
Los Angeles,US,Americas,Northern America,4083.0,125.0,3661.0,5.0,5.0,1.0,1.0,19.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,1.0,0.8,1.0,0.84,1.0,1.0
Newark,US,Americas,Northern America,4072.0,400.0,3066.0,7.25,7.25,0.8,0.6,9.0,0.6,0.8,0.75,34.0,22.49,0.8,0.6,0.8,0.8,0.8,0.82,0.8,1.0
New York City,US,Americas,Northern America,4750.0,375.0,5646.0,7.5,7.5,0.8,1.0,27.0,0.6,0.8,0.6,34.0,22.49,0.78,0.8,0.8,0.8,1.0,0.83,1.0,1.0
Chattanooga,US,Americas,Northern America,3168.0,325.0,2257.0,5.0,5.0,0.4,1.0,85.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,1.0,0.8,0.4,0.82,0.6,0.0
Park City,US,Americas,Northern America,4183.0,500.0,3553.0,5.0,5.0,0.8,1.0,55.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,1.0,0.8,0.6,0.88,1.0,0.0
Jacksonville,US,Americas,Northern America,2586.0,150.0,2100.0,4.0,4.0,0.4,1.0,20.0,0.6,0.8,0.6,34.0,22.49,1.0,0.6,0.8,0.8,0.8,0.83,0.6,0.0
Fargo,US,Americas,Northern America,2959.0,350.0,2665.0,5.0,5.0,0.4,0.6,61.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,1.0,0.8,0.6,0.81,0.6,0.0
Fresno,US,Americas,Northern America,2421.0,39.0,1862.0,4.5,4.5,0.4,1.0,35.0,0.6,0.8,0.8,34.0,22.49,1.0,0.8,1.0,0.8,0.4,0.84,1.0,1.0
Bloomington,US,Americas,Northern America,3386.0,215.0,2405.0,5.0,5.0,0.4,0.4,28.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,0.8,0.8,0.6,0.81,0.6,0.0
Baltimore,US,Americas,Northern America,3943.0,295.0,3150.0,7.5,7.5,0.8,0.8,17.0,0.6,0.8,0.4,34.0,22.49,0.6,0.38,0.6,0.4,0.6,0.75,0.6,1.0
Wichita,US,Americas,Northern America,2593.0,401.38,2186.0,4.0,4.0,0.6,0.8,26.0,0.6,0.8,0.8,34.0,22.49,0.6,0.6,0.6,0.6,0.6,0.81,0.6,0.0
Cleveland,US,Americas,Northern America,3316.0,100.0,2371.0,5.0,5.0,0.4,0.0,30.0,0.6,0.8,0.6,34.0,22.49,0.6,0.6,0.6,0.8,0.6,0.79,0.8,1.0
Key West,US,Americas,Northern America,4499.0,486.78,4988.0,4.0,4.0,0.8,0.8,27.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,0.8,0.6,1.0,0.87,1.0,0.0
Beacon,US,Americas,Northern America,3191.0,200.0,2969.0,5.0,5.0,0.4,0.6,52.0,0.6,0.8,0.8,34.0,22.49,0.8,0.8,0.8,0.8,0.6,0.8,0.4,0.0
Ann Arbor,US,Americas,Northern America,3498.0,450.0,2934.0,5.0,5.0,0.4,0.8,29.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.4,0.81,0.6,1.0
Princeton,US,Americas,Northern America,3674.0,457.5,6905.0,4.0,4.0,1.0,0.8,41.0,0.6,0.8,0.8,34.0,22.49,0.6,0.6,0.8,0.6,0.6,0.8,0.8,0.0
West Palm Beach,US,Americas,Northern America,3300.0,299.0,3327.0,6.0,6.0,0.4,0.8,5.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,1.0,0.8,0.8,0.81,1.0,0.0
Indianapolis,US,Americas,Northern America,3188.0,200.0,2420.0,5.0,5.0,0.4,0.6,22.0,0.6,0.8,0.6,34.0,22.49,0.8,0.8,0.8,0.8,0.6,0.78,0.4,0.0
Scottsdale,US,Americas,Northern America,3545.0,524.6,5914.0,5.0,5.0,0.6,0.8,33.0,0.6,0.8,0.8,34.0,22.49,0.6,0.8,0.6,0.6,0.6,0.81,0.8,0.0
Tulsa,US,Americas,Northern America,3312.0,590.48,2533.0,4.9,4.9,0.4,0.6,20.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.6,0.6,0.8,0.82,0.6,0.0
San Francisco,US,Americas,Northern America,4879.0,570.0,6086.0,5.0,5.0,0.8,1.0,9.0,0.6,0.8,0.62,34.0,22.49,0.8,0.8,1.0,0.8,1.0,0.83,1.0,1.0
Washington,US,Americas,Northern America,4317.0,400.0,4164.0,7.5,7.5,0.8,1.0,32.0,0.6,0.8,0.4,34.0,22.49,1.0,0.8,0.8,0.8,0.8,0.79,1.0,1.0
Hilo,US,Americas,Northern America,3634.0,200.0,2575.0,7.0,7.0,0.8,0.6,6.0,0.6,0.8,1.0,34.0,22.49,1.0,0.8,1.0,0.8,0.8,0.83,0.6,1.0
Boston,US,Americas,Northern America,4562.0,299.0,4400.0,5.0,5.0,0.8,0.8,20.0,0.6,0.8,0.8,34.0,22.49,0.6,0.8,0.6,0.8,0.8,0.8,0.6,1.0
Huntsville,US,Americas,Northern America,3152.0,249.0,2174.0,6.0,6.0,0.4,0.8,46.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.6,0.8,0.4,0.81,0.6,0.0
Stamford,US,Americas,Northern America,3966.0,250.0,4491.0,7.5,7.5,0.4,1.0,16.0,0.6,0.8,0.0,34.0,22.49,1.0,1.0,0.8,0.8,0.6,0.79,0.4,1.0
Dayton,US,Americas,Northern America,3056.0,150.0,2056.0,6.5,6.5,0.4,1.0,13.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.6,0.81,0.6,0.0
Hartford,US,Americas,Northern America,3750.0,200.0,2803.0,7.5,7.5,0.4,1.0,16.0,0.6,0.8,0.6,34.0,22.49,1.0,0.8,0.8,0.8,0.4,0.78,0.4,1.0
Syracuse,US,Americas,Northern America,3537.0,433.0,3847.0,3.0,3.0,0.4,0.8,54.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.6,0.6,0.6,0.8,0.8,0.0
Monterey,US,Americas,Northern America,4340.0,494.0,8044.0,5.0,5.0,0.4,0.8,44.0,0.6,0.8,0.8,34.0,22.49,0.6,0.6,0.6,0.6,0.6,0.79,0.6,0.0
Bedford,US,Americas,Northern America,3695.0,467.0,4939.0,4.0,4.0,0.4,0.8,20.0,0.6,0.8,0.8,34.0,22.49,0.6,0.6,0.6,0.6,0.6,0.78,0.6,0.0
Ithaca,US,Americas,Northern America,4127.0,433.0,4310.0,3.0,3.0,0.4,0.8,23.0,0.6,0.8,0.8,34.0,22.49,0.6,0.6,0.6,0.6,0.6,0.79,0.6,0.0
Santa Monica,US,Americas,Northern America,5396.0,299.0,4725.0,5.0,5.0,0.8,0.4,31.0,0.6,0.8,0.8,34.0,22.49,0.8,0.6,0.8,0.8,0.6,0.8,1.0,0.0
Anchorage,US,Americas,Northern America,3760.0,325.0,2898.0,6.0,6.0,0.4,0.8,36.0,0.6,0.8,0.8,34.0,22.49,1.0,0.6,0.8,0.8,0.6,0.8,0.6,1.0
Santa Barbara,US,Americas,Northern America,5230.0,529.0,6496.0,6.0,6.0,0.4,0.8,16.0,0.6,0.8,0.6,34.0,22.49,0.6,0.8,0.6,0.6,0.8,0.8,0.8,0.0
Salem,US,Americas,Northern America,4102.0,457.5,5318.0,3.5,3.5,0.6,0.8,47.0,0.6,0.8,0.6,34.0,22.49,0.2,0.6,0.6,0.6,0.6,0.76,0.6,1.0
Detroit,US,Americas,Northern America,2576.0,30.0,1801.0,5.0,5.0,0.8,0.6,19.0,0.6,0.8,0.2,34.0,22.49,0.8,0.6,0.8,0.8,0.6,0.63,0.6,1.0
York,US,Americas,Northern America,4611.0,389.63,2565.0,4.24,4.24,0.6,0.8,0.0,0.6,0.8,0.8,32.4,21.7,0.6,0.6,0.6,0.6,0.6,0.77,0.6,0.0
Charleston,US,Americas,Northern America,3182.0,275.0,2972.0,4.0,4.0,0.8,1.0,4.0,0.6,0.8,0.62,34.0,22.49,0.82,0.8,0.82,0.8,0.6,0.78,0.42,0.0
Saint Louis,US,Americas,Northern America,3229.0,150.0,2242.0,5.0,5.0,0.8,0.8,34.0,0.6,0.8,0.2,34.0,22.49,0.6,1.0,0.6,0.8,0.4,0.62,0.4,0.0
Fez,US,Americas,Northern America,2735.0,26.05,1201.0,0.0,0.0,0.8,0.6,2.0,0.2,0.6,0.6,74.2,42.64,0.4,0.4,0.8,0.8,0.8,0.68,0.4,0.0
Kobe,US,Americas,Northern America,3749.0,451.51,2050.0,3.7,3.7,0.8,0.8,3.0,0.6,0.8,1.0,35.1,28.67,0.8,0.6,0.8,0.6,1.0,0.81,0.8,0.0
Chicago,US,Americas,Northern America,4056.0,250.0,3129.0,6.0,6.0,0.8,0.6,24.0,0.6,0.8,0.2,34.0,22.49,0.8,0.6,0.6,0.8,0.45,0.57,0.6,1.0
Anápolis,US,Americas,Northern America,5658.0,203.94,7911.0,2.16,2.16,0.4,0.4,5.0,0.4,0.6,0.4,65.3,32.62,0.4,0.6,0.6,0.6,0.4,0.59,0.6,0.0
George Town,US,Americas,Northern America,4358.0,150.0,4762.0,2.65,2.65,0.6,0.6,2.0,0.2,0.6,0.6,66.1,46.57,0.6,0.4,0.6,0.4,0.6,0.66,0.6,0.0
Madrid,ES,Europe,Southern Europe,2554.0,161.3,2197.0,5.38,5.38,1.0,0.6,18.0,0.8,0.8,0.8,39.8,19.92,0.8,1.0,0.8,0.6,0.6,0.88,0.8,1.0
Las Palmas,ES,Europe,Southern Europe,2245.0,96.78,1859.0,4.03,4.03,0.8,0.24,24.0,0.8,0.8,0.8,39.8,19.92,0.8,1.0,0.8,1.0,0.78,0.85,0.8,1.0
Seville,ES,Europe,Southern Europe,2307.0,193.56,1781.0,3.23,3.23,0.8,0.6,29.0,0.8,0.8,1.0,39.8,19.92,0.8,0.8,0.6,0.4,0.6,0.86,0.45,1.0
